year,sex,profession,income,age,ethnicity,net_worth,happiness
0,M,farmer,3261.61,61,arcadian,10000.00,100.00
0,F,farmer,1532.22,27,arcadian,10000.00,100.00
0,F,farmer,2421.51,48,arcadian,10000.00,100.00
0,F,child,0.00,10,atlantean,10000.00,100.00
0,M,craftsman,2781.32,26,hyperborean,10000.00,100.00
0,M,child,0.00,6,arcadian,10000.00,100.00
0,M,craftsman,3143.90,31,hyperborean,10000.00,100.00
0,M,homemaker,131.38,26,atlantean,10000.00,100.00
0,M,unemployed,282.78,61,hyperborean,10000.00,100.00
0,F,child,0.00,2,hyperborean,10000.00,100.00
0,M,farmer,1320.54,24,atlantean,10000.00,100.00
0,M,homemaker,141.62,28,arcadian,10000.00,100.00
0,M,fisher,3088.21,61,arcadian,10000.00,100.00
0,M,civil servant,6683.06,55,hyperborean,10000.00,100.00
1,F,civil servant,5216.41,41,atlantean,12334.28,101.15
1,M,child,0.00,2,arcadian,10000.00,100.00
1,M,unemployed,127.68,26,arcadian,9579.84,90.00
1,M,farmer,1944.61,37,hyperborean,10698.38,100.19
1,F,child,0.00,2,arcadian,10000.00,100.00
1,F,civil servant,5109.86,42,arcadian,12281.01,101.13
1,F,child,0.00,9,atlantean,10000.00,100.00
1,M,homemaker,158.99,31,atlantean,9611.15,100.00
1,M,child,0.00,4,hyperborean,10000.00,100.00
1,M,fisher,1452.89,25,arcadian,10452.52,99.85
1,M,child,0.00,14,arcadian,10000.00,100.00
1,F,fisher,1337.72,22,arcadian,10394.94,99.74
1,M,homemaker,226.41,50,arcadian,9678.57,100.00
1,M,farmer,1416.51,25,atlantean,10434.33,99.82
1,F,craftsman,4641.21,49,hyperborean,12046.68,101.05
1,F,service provider,6505.28,55,atlantean,12978.72,101.34
1,M,child,0.00,17,atlantean,10000.00,100.00
1,F,child,0.00,6,arcadian,10000.00,100.00
1,F,child,0.00,2,atlantean,10000.00,100.00
1,M,civil servant,4593.95,36,hyperborean,12023.05,101.04
1,F,retired,285.80,65,atlantean,9737.96,100.00
1,F,unemployed,117.62,23,atlantean,9569.78,90.00
1,M,craftsman,4399.00,43,hyperborean,11925.58,101.00
1,M,homemaker,241.51,51,atlantean,9693.67,100.00
1,F,service provider,5215.95,43,atlantean,12334.05,101.15
1,M,service provider,6195.24,50,hyperborean,12823.70,101.30
1,M,farmer,3257.34,62,atlantean,11354.75,100.72
1,M,child,0.00,13,hyperborean,10000.00,100.00
1,F,child,0.00,2,atlantean,10000.00,100.00
1,F,child,0.00,10,atlantean,10000.00,100.00
1,F,child,0.00,9,atlantean,10000.00,100.00
1,F,civil servant,5206.33,44,atlantean,12329.24,101.15
1,F,farmer,2050.20,37,arcadian,10751.18,100.25
1,X,child,0.00,15,atlantean,10000.00,100.00
1,M,fisher,2458.40,46,atlantean,10955.28,100.44
1,F,homemaker,232.40,50,hyperborean,9684.56,100.00
1,F,child,0.00,11,atlantean,10000.00,100.00
1,F,craftsman,3925.88,40,atlantean,11689.02,100.89
1,F,farmer,2667.70,49,atlantean,11059.93,100.52
1,F,child,0.00,8,atlantean,10000.00,100.00
1,F,service provider,6475.41,54,arcadian,12963.78,101.34
1,M,farmer,3075.80,63,arcadian,11263.98,100.66
1,M,child,0.00,8,arcadian,10000.00,100.00
1,M,child,0.00,2,arcadian,10000.00,100.00
1,M,craftsman,2272.58,21,hyperborean,10862.37,100.36
1,M,craftsman,4669.58,45,arcadian,12060.87,101.05
1,M,unemployed,294.51,63,atlantean,9746.67,90.00
1,M,farmer,1519.75,26,arcadian,10485.95,99.91
1,F,unemployed,228.54,47,hyperborean,9680.70,90.00
1,M,child,0.00,5,atlantean,10000.00,100.00
1,M,craftsman,4529.11,45,hyperborean,11990.63,101.02
1,M,farmer,2279.57,41,hyperborean,10865.86,100.36
1,M,child,0.00,7,arcadian,10000.00,100.00
1,F,homemaker,237.51,51,arcadian,9689.67,100.00
1,F,craftsman,5524.34,56,hyperborean,12488.25,101.20
1,F,homemaker,199.99,40,atlantean,9652.15,100.00
1,M,child,0.00,8,arcadian,10000.00,100.00
1,F,craftsman,6284.25,64,arcadian,12868.20,101.31
1,M,fisher,2740.34,51,arcadian,11096.25,100.55
1,M,civil servant,3177.58,23,arcadian,11314.87,100.69
1,X,homemaker,145.47,28,hyperborean,9597.63,100.00
1,F,farmer,1362.82,25,atlantean,10407.49,99.77
1,F,farmer,1753.09,33,atlantean,10602.62,100.08
1,F,fisher,1305.95,23,arcadian,10379.05,99.71
1,F,service provider,6518.34,56,atlantean,12985.25,101.34
1,F,homemaker,246.43,54,atlantean,9698.59,100.00
1,M,child,0.00,7,arcadian,10000.00,100.00
1,M,homemaker,279.86,63,arcadian,9732.02,100.00
1,M,homemaker,197.64,42,atlantean,9649.80,100.00
1,M,unemployed,256.63,54,hyperborean,9708.79,90.00
1,M,civil servant,5620.86,46,arcadian,12536.51,101.22
1,F,homemaker,144.90,29,arcadian,9597.06,100.00
1,F,service provider,5747.20,48,arcadian,12599.68,101.23
1,M,fisher,3131.67,63,atlantean,11291.91,100.68
1,F,unemployed,101.48,18,arcadian,9553.64,90.00
1,M,craftsman,5284.71,53,hyperborean,12368.43,101.16
1,F,farmer,1833.40,35,arcadian,10642.78,100.13
1,M,homemaker,163.23,32,hyperborean,9615.39,100.00
1,M,fisher,1560.54,29,arcadian,10506.35,99.94
1,M,service provider,5847.80,48,atlantean,12649.98,101.25
1,F,unemployed,101.40,18,arcadian,9553.56,90.00
1,M,farmer,2895.12,56,atlantean,11173.64,100.60
1,F,homemaker,257.87,54,atlantean,9710.03,100.00
1,F,child,0.00,6,arcadian,10000.00,100.00
1,M,service provider,7266.40,58,arcadian,13359.28,101.44
1,M,child,0.00,16,atlantean,10000.00,100.00
1,X,civil servant,4149.75,31,arcadian,11800.95,100.94
1,F,fisher,2072.08,40,arcadian,10762.12,100.26
1,M,farmer,1360.86,25,arcadian,10406.51,99.77
1,M,child,0.00,2,atlantean,10000.00,100.00
1,M,unemployed,256.87,56,hyperborean,9709.03,90.00
1,F,child,0.00,12,atlantean,10000.00,100.00
1,F,child,0.00,14,hyperborean,10000.00,100.00
1,M,homemaker,239.00,52,atlantean,9691.16,100.00
1,M,service provider,3062.06,23,atlantean,11257.11,100.66
1,M,homemaker,282.18,58,arcadian,9734.34,100.00
1,X,homemaker,227.40,46,hyperborean,9679.56,100.00
1,F,farmer,1117.10,18,arcadian,10284.63,99.48
1,X,child,0.00,1,arcadian,10000.00,100.00
1,F,fisher,3126.60,62,arcadian,11289.38,100.68
1,M,child,0.00,6,atlantean,10000.00,100.00
1,F,unemployed,232.67,47,atlantean,9684.83,90.00
1,F,civil servant,4131.86,32,arcadian,11792.01,100.94
1,F,craftsman,4842.97,50,arcadian,12147.56,101.08
1,M,civil servant,5445.67,45,hyperborean,12448.91,101.19
1,F,craftsman,4270.73,42,hyperborean,11861.44,100.97
1,M,homemaker,155.79,32,arcadian,9607.95,100.00
1,M,homemaker,246.75,52,hyperborean,9698.91,100.00
1,M,child,0.00,7,arcadian,10000.00,100.00
1,F,child,0.00,15,arcadian,10000.00,100.00
1,F,civil servant,5809.51,45,arcadian,12630.83,101.24
1,M,fisher,1181.61,20,atlantean,10316.88,99.57
1,F,unemployed,179.91,38,arcadian,9632.07,90.00
1,M,craftsman,3423.98,31,atlantean,11438.07,100.77
1,F,unemployed,172.50,35,atlantean,9624.66,90.00
1,F,fisher,1503.94,28,hyperborean,10478.05,99.89
1,M,farmer,2435.53,49,arcadian,10943.84,100.43
1,F,farmer,1236.99,22,hyperborean,10344.57,99.63
1,F,farmer,2441.36,46,arcadian,10946.76,100.43
1,M,homemaker,99.22,18,hyperborean,9551.38,100.00
1,F,child,0.00,17,hyperborean,10000.00,100.00
1,F,child,0.00,8,hyperborean,10000.00,100.00
1,F,child,0.00,13,hyperborean,10000.00,100.00
1,F,child,0.00,8,arcadian,10000.00,100.00
1,M,farmer,1813.00,35,arcadian,10632.58,100.12
1,M,homemaker,233.37,50,atlantean,9685.53,100.00
1,M,child,0.00,13,hyperborean,10000.00,100.00
1,F,child,0.00,15,hyperborean,10000.00,100.00
1,F,farmer,1842.40,32,atlantean,10647.28,100.13
1,F,unemployed,228.32,48,atlantean,9680.48,90.00
1,M,homemaker,309.68,64,arcadian,9761.84,100.00
1,M,homemaker,178.56,35,atlantean,9630.72,100.00
1,F,fisher,1090.78,19,atlantean,10271.47,99.45
1,F,child,0.00,7,atlantean,10000.00,100.00
1,M,child,0.00,13,hyperborean,10000.00,100.00
1,F,child,0.00,15,arcadian,10000.00,100.00
1,M,child,0.00,12,arcadian,10000.00,100.00
1,F,child,0.00,1,atlantean,10000.00,100.00
1,F,civil servant,4579.75,35,arcadian,12015.95,101.03
1,M,civil servant,2609.61,18,atlantean,11030.88,100.50
1,M,service provider,7510.07,64,arcadian,13481.11,101.47
1,F,fisher,1969.94,36,atlantean,10711.05,100.21
1,M,farmer,2317.00,46,arcadian,10884.58,100.38
1,F,child,0.00,9,atlantean,10000.00,100.00
1,M,service provider,6869.78,57,arcadian,13160.97,101.39
1,M,service provider,4129.74,32,arcadian,11790.95,100.94
1,F,farmer,3058.30,57,hyperborean,11255.23,100.66
1,F,unemployed,192.06,38,arcadian,9644.22,90.00
1,M,fisher,1668.09,31,atlantean,10560.12,100.02
1,M,civil servant,3817.24,29,atlantean,11634.70,100.87
1,X,child,0.00,12,atlantean,10000.00,100.00
1,F,child,0.00,4,arcadian,10000.00,100.00
1,M,homemaker,278.00,62,arcadian,9730.16,100.00
1,F,civil servant,4320.13,32,atlantean,11886.14,100.98
1,M,homemaker,262.57,54,arcadian,9714.73,100.00
1,M,service provider,3523.27,27,arcadian,11487.71,100.79
1,M,child,0.00,5,arcadian,10000.00,100.00
1,F,homemaker,200.62,41,atlantean,9652.78,100.00
1,M,child,0.00,4,hyperborean,10000.00,100.00
1,M,child,0.00,10,atlantean,10000.00,100.00
1,M,fisher,2011.04,37,arcadian,10731.60,100.23
1,F,fisher,1152.18,20,atlantean,10302.17,99.53
1,M,retired,307.88,65,arcadian,9760.04,100.00
1,F,child,0.00,8,arcadian,10000.00,100.00
1,F,service provider,6164.61,50,arcadian,12808.38,101.30
1,M,civil servant,5174.30,40,atlantean,12313.23,101.14
1,M,homemaker,245.42,52,arcadian,9697.58,100.00
1,F,child,0.00,15,arcadian,10000.00,100.00
1,M,craftsman,3353.50,34,atlantean,11402.83,100.75
1,M,civil servant,3858.59,30,atlantean,11655.37,100.88
1,F,craftsman,2934.83,29,atlantean,11193.49,100.62
1,F,civil servant,7096.22,56,atlantean,13274.19,101.42
1,M,retired,311.36,65,atlantean,9763.52,100.00
1,F,unemployed,112.11,20,atlantean,9564.27,90.00
1,F,craftsman,4075.34,41,atlantean,11763.75,100.93
1,M,homemaker,185.06,40,arcadian,9637.22,100.00
1,M,civil servant,6257.72,49,atlantean,12854.94,101.31
1,M,farmer,3300.79,62,arcadian,11376.47,100.73
1,M,child,0.00,14,arcadian,10000.00,100.00
1,M,child,0.00,14,arcadian,10000.00,100.00
1,F,fisher,2176.15,43,hyperborean,10814.15,100.32
1,F,child,0.00,11,hyperborean,10000.00,100.00
1,X,child,0.00,12,atlantean,10000.00,100.00
1,M,child,0.00,5,hyperborean,10000.00,100.00
1,M,child,0.00,1,atlantean,10000.00,100.00
1,M,fisher,1659.37,30,atlantean,10555.76,100.01
1,F,craftsman,3805.29,39,hyperborean,11628.72,100.86
1,M,craftsman,2246.42,19,hyperborean,10849.29,100.35
1,M,child,0.00,16,arcadian,10000.00,100.00
1,M,farmer,2474.72,46,arcadian,10963.44,100.45
1,M,civil servant,5486.13,46,arcadian,12469.14,101.19
1,M,farmer,1657.59,30,arcadian,10554.87,100.01
1,M,homemaker,215.96,45,atlantean,9668.12,100.00
1,F,homemaker,276.33,61,atlantean,9728.49,100.00
1,M,homemaker,253.79,52,atlantean,9705.95,100.00
1,F,unemployed,196.35,41,hyperborean,9648.51,90.00
1,F,farmer,2204.78,43,arcadian,10828.47,100.33
1,M,craftsman,5965.91,61,hyperborean,12709.03,101.27
1,X,service provider,3791.60,28,hyperborean,11621.88,100.86
1,F,farmer,1884.50,36,atlantean,10668.33,100.16
1,X,craftsman,4252.44,43,hyperborean,11852.30,100.97
1,F,fisher,3217.77,60,atlantean,11334.96,100.71
1,F,farmer,2826.85,54,arcadian,11139.50,100.58
1,M,child,0.00,5,arcadian,10000.00,100.00
1,F,child,0.00,11,arcadian,10000.00,100.00
1,M,fisher,1186.23,20,atlantean,10319.19,99.57
1,M,fisher,2555.55,49,atlantean,11003.85,100.48
1,M,farmer,1913.97,37,atlantean,10683.06,100.18
1,M,civil servant,2636.01,19,atlantean,11044.08,100.51
1,X,child,0.00,9,arcadian,10000.00,100.00
1,M,fisher,2325.56,45,atlantean,10888.86,100.38
1,F,homemaker,221.08,46,arcadian,9673.24,100.00
1,M,farmer,3074.30,62,hyperborean,11263.23,100.66
1,M,farmer,1751.71,33,atlantean,10601.93,100.08
1,F,service provider,4076.84,33,arcadian,11764.50,100.93
1,X,child,0.00,6,hyperborean,10000.00,100.00
1,F,child,0.00,3,hyperborean,10000.00,100.00
1,F,farmer,1636.07,29,atlantean,10544.11,100.00
1,M,homemaker,109.71,21,atlantean,9561.87,100.00
1,M,child,0.00,17,atlantean,10000.00,100.00
1,X,child,0.00,6,arcadian,10000.00,100.00
1,F,craftsman,6369.45,63,hyperborean,12910.80,101.32
1,F,service provider,6934.34,55,arcadian,13193.25,101.40
1,F,craftsman,3720.42,38,atlantean,11586.29,100.84
1,M,craftsman,5873.88,62,hyperborean,12663.02,101.25
1,F,retired,305.07,65,arcadian,9757.23,100.00
1,F,unemployed,204.62,44,hyperborean,9656.78,90.00
1,F,farmer,1147.91,18,hyperborean,10300.03,99.53
1,M,child,0.00,3,arcadian,10000.00,100.00
1,X,service provider,6184.05,50,hyperborean,12818.10,101.30
1,M,unemployed,154.89,31,arcadian,9607.05,90.00
1,M,farmer,2334.83,43,arcadian,10893.49,100.39
1,F,farmer,3160.23,60,arcadian,11306.19,100.69
1,F,child,0.00,12,hyperborean,10000.00,100.00
1,M,fisher,2018.49,39,arcadian,10735.32,100.23
1,M,craftsman,4073.59,42,atlantean,11762.87,100.93
1,F,homemaker,158.47,32,atlantean,9610.63,100.00
1,M,child,0.00,6,arcadian,10000.00,100.00
1,F,civil servant,3129.09,23,atlantean,11290.62,100.68
1,F,craftsman,2449.34,22,atlantean,10950.75,100.44
1,M,service provider,5602.05,44,atlantean,12527.10,101.21
1,F,homemaker,266.24,56,arcadian,9718.40,100.00
1,F,craftsman,2576.43,22,atlantean,11014.29,100.49
1,F,homemaker,210.35,46,arcadian,9662.51,100.00
1,M,homemaker,103.24,19,atlantean,9555.40,100.00
1,F,homemaker,282.62,62,hyperborean,9734.78,100.00
1,M,farmer,2837.33,53,atlantean,11144.74,100.59
1,M,craftsman,3615.30,36,hyperborean,11533.73,100.82
1,F,service provider,3805.98,30,hyperborean,11629.07,100.86
1,M,farmer,1234.05,21,arcadian,10343.10,99.63
1,M,service provider,3018.79,22,arcadian,11235.47,100.65
1,F,fisher,3181.15,64,arcadian,11316.65,100.70
1,M,service provider,3505.78,27,arcadian,11478.97,100.79
1,M,homemaker,175.20,34,hyperborean,9627.36,100.00
1,X,retired,298.29,65,hyperborean,9750.45,100.00
1,X,unemployed,213.84,43,arcadian,9666.00,90.00
1,M,civil servant,4614.60,36,hyperborean,12033.38,101.04
1,M,farmer,1452.91,27,arcadian,10452.53,99.85
1,M,child,0.00,13,atlantean,10000.00,100.00
1,F,unemployed,131.80,24,arcadian,9583.96,90.00
1,F,farmer,2685.17,50,atlantean,11068.66,100.53
1,F,homemaker,207.15,41,atlantean,9659.31,100.00
1,M,farmer,2708.64,50,atlantean,11080.40,100.54
1,M,child,0.00,14,hyperborean,10000.00,100.00
1,F,unemployed,182.75,36,atlantean,9634.91,90.00
1,F,homemaker,273.54,61,arcadian,9725.70,100.00
1,F,farmer,1612.57,29,arcadian,10532.36,99.98
1,X,service provider,5534.77,46,atlantean,12493.46,101.20
1,F,child,0.00,8,atlantean,10000.00,100.00
1,M,service provider,7613.27,64,arcadian,13532.71,101.48
1,F,fisher,2035.79,40,arcadian,10743.97,100.24
1,M,child,0.00,16,arcadian,10000.00,100.00
1,F,child,0.00,11,atlantean,10000.00,100.00
1,F,farmer,1919.04,36,arcadian,10685.60,100.18
1,M,farmer,2036.83,36,atlantean,10744.49,100.24
1,M,child,0.00,7,arcadian,10000.00,100.00
1,M,retired,292.96,65,atlantean,9745.12,100.00
1,F,craftsman,6019.46,60,arcadian,12735.81,101.28
1,M,civil servant,3909.99,30,hyperborean,11681.07,100.89
1,F,child,0.00,8,arcadian,10000.00,100.00
1,F,service provider,6642.08,55,atlantean,13047.12,101.36
1,M,farmer,1884.54,33,atlantean,10668.35,100.16
1,F,civil servant,6096.28,47,arcadian,12774.22,101.29
1,M,fisher,1859.25,34,atlantean,10655.70,100.14
1,F,homemaker,96.55,18,arcadian,9548.71,100.00
1,F,unemployed,252.21,55,arcadian,9704.37,90.00
1,F,homemaker,309.61,64,hyperborean,9761.77,100.00
1,M,child,0.00,16,hyperborean,10000.00,100.00
1,M,fisher,1957.93,36,atlantean,10705.04,100.20
1,M,farmer,1433.68,25,arcadian,10442.92,99.83
1,M,homemaker,285.64,60,atlantean,9737.80,100.00
1,F,service provider,4176.68,34,atlantean,11814.42,100.95
1,F,homemaker,272.49,58,hyperborean,9724.65,100.00
1,M,farmer,2926.37,57,arcadian,11189.26,100.62
1,F,homemaker,96.57,18,arcadian,9548.73,100.00
1,F,homemaker,255.96,52,arcadian,9708.12,100.00
1,M,craftsman,2782.31,27,hyperborean,11117.23,100.57
1,M,civil servant,7126.29,61,atlantean,13289.22,101.42
1,M,unemployed,169.68,34,arcadian,9621.84,90.00
1,F,service provider,6698.32,54,hyperborean,13075.24,101.37
1,F,homemaker,101.49,19,hyperborean,9553.65,100.00
1,F,homemaker,104.39,20,arcadian,9556.55,100.00
1,F,civil servant,5115.56,39,hyperborean,12283.86,101.13
1,F,retired,292.39,65,arcadian,9744.55,100.00
1,M,craftsman,3382.74,32,arcadian,11417.45,100.75
1,M,child,0.00,10,arcadian,10000.00,100.00
1,M,unemployed,178.70,36,arcadian,9630.86,90.00
1,F,homemaker,120.30,23,arcadian,9572.46,100.00
1,F,homemaker,178.07,36,arcadian,9630.23,100.00
1,F,service provider,4601.95,36,arcadian,12027.05,101.04
1,F,homemaker,157.63,30,atlantean,9609.79,100.00
1,M,service provider,2845.21,21,atlantean,11148.68,100.59
1,M,child,0.00,13,hyperborean,10000.00,100.00
1,M,farmer,2462.75,46,arcadian,10957.45,100.44
1,F,civil servant,4687.00,38,atlantean,12069.58,101.05
1,F,child,0.00,16,atlantean,10000.00,100.00
1,M,civil servant,6185.92,51,atlantean,12819.04,101.30
1,F,child,0.00,3,hyperborean,10000.00,100.00
1,M,homemaker,235.90,49,atlantean,9688.06,100.00
1,F,farmer,2362.42,46,hyperborean,10907.29,100.40
1,F,civil servant,6353.36,53,hyperborean,12902.76,101.32
1,X,fisher,1511.60,26,hyperborean,10481.88,99.90
1,F,unemployed,201.63,44,atlantean,9653.79,90.00
1,F,fisher,2773.49,54,atlantean,11112.82,100.56
1,M,fisher,3415.35,64,hyperborean,11433.75,100.76
1,F,farmer,1891.53,33,atlantean,10671.84,100.16
1,M,child,0.00,3,arcadian,10000.00,100.00
1,F,fisher,1725.22,33,atlantean,10588.69,100.06
1,F,civil servant,4782.18,39,hyperborean,12117.17,101.07
1,F,craftsman,5453.97,57,hyperborean,12453.06,101.19
1,F,homemaker,277.48,57,hyperborean,9729.64,100.00
1,M,unemployed,152.40,29,atlantean,9604.56,90.00
1,F,homemaker,178.88,35,arcadian,9631.04,100.00
1,M,homemaker,149.09,30,arcadian,9601.25,100.00
1,F,fisher,2373.34,47,arcadian,10912.75,100.41
1,F,fisher,1572.05,27,atlantean,10512.10,99.95
1,M,farmer,2316.42,43,arcadian,10884.29,100.38
1,F,child,0.00,11,atlantean,10000.00,100.00
1,M,farmer,1727.59,31,arcadian,10589.87,100.06
1,M,civil servant,7947.98,63,arcadian,13700.07,101.51
1,F,service provider,3201.74,23,arcadian,11326.95,100.70
1,M,farmer,2291.99,46,atlantean,10872.07,100.37
1,M,farmer,2342.20,43,hyperborean,10897.18,100.39
1,M,unemployed,256.45,56,arcadian,9708.61,90.00
1,M,craftsman,5585.54,56,hyperborean,12518.85,101.21
1,F,farmer,3005.08,56,arcadian,11228.62,100.64
1,X,homemaker,125.04,25,hyperborean,9577.20,100.00
1,M,homemaker,108.43,21,hyperborean,9560.59,100.00
1,F,civil servant,5580.26,47,arcadian,12516.21,101.21
1,M,civil servant,6173.11,50,atlantean,12812.63,101.30
1,X,civil servant,6757.47,57,arcadian,13104.81,101.38
1,F,child,0.00,3,arcadian,10000.00,100.00
1,F,child,0.00,5,hyperborean,10000.00,100.00
1,M,farmer,2246.71,42,hyperborean,10849.43,100.35
1,X,craftsman,5980.56,60,hyperborean,12716.36,101.27
1,M,retired,291.11,65,atlantean,9743.27,100.00
1,X,fisher,2585.31,49,atlantean,11018.73,100.49
1,M,unemployed,143.34,29,arcadian,9595.50,90.00
1,M,child,0.00,7,hyperborean,10000.00,100.00
1,M,farmer,2220.85,42,arcadian,10836.50,100.34
1,F,fisher,3044.11,57,atlantean,11248.13,100.65
1,M,craftsman,3189.68,29,hyperborean,11320.92,100.70
1,F,homemaker,210.21,46,hyperborean,9662.37,100.00
1,F,farmer,2996.08,59,atlantean,11224.12,100.64
1,M,child,0.00,3,hyperborean,10000.00,100.00
1,F,farmer,2631.38,52,atlantean,11041.77,100.51
1,M,unemployed,103.12,20,hyperborean,9555.28,90.00
1,F,homemaker,133.31,25,atlantean,9585.47,100.00
1,M,child,0.00,10,arcadian,10000.00,100.00
1,F,craftsman,3668.77,35,hyperborean,11560.46,100.83
1,F,fisher,1942.01,37,atlantean,10697.08,100.19
1,F,civil servant,6515.17,52,arcadian,12983.66,101.34
1,F,child,0.00,12,atlantean,10000.00,100.00
1,F,child,0.00,6,atlantean,10000.00,100.00
1,M,farmer,2940.65,57,atlantean,11196.40,100.62
1,M,unemployed,196.44,41,arcadian,9648.60,90.00
1,F,child,0.00,16,atlantean,10000.00,100.00
1,M,homemaker,265.06,60,hyperborean,9717.22,100.00
1,M,child,0.00,10,arcadian,10000.00,100.00
1,F,unemployed,144.65,30,atlantean,9596.81,90.00
1,F,child,0.00,17,hyperborean,10000.00,100.00
1,M,child,0.00,17,hyperborean,10000.00,100.00
1,M,child,0.00,1,arcadian,10000.00,100.00
1,M,homemaker,258.47,53,hyperborean,9710.63,100.00
1,M,fisher,3141.10,59,atlantean,11296.63,100.68
1,M,fisher,2374.61,45,atlantean,10913.38,100.41
1,M,child,0.00,11,hyperborean,10000.00,100.00
1,M,homemaker,151.72,29,arcadian,9603.88,100.00
1,F,farmer,1345.05,23,atlantean,10398.60,99.75
1,F,craftsman,3836.66,39,arcadian,11644.41,100.87
1,F,farmer,2140.57,42,arcadian,10796.36,100.30
1,F,craftsman,2936.22,28,atlantean,11194.19,100.62
1,M,child,0.00,17,atlantean,10000.00,100.00
1,F,fisher,2944.90,55,atlantean,11198.53,100.62
1,M,child,0.00,13,hyperborean,10000.00,100.00
1,M,service provider,3588.31,26,arcadian,11520.23,100.81
1,M,unemployed,165.33,32,arcadian,9617.49,90.00
1,F,child,0.00,16,arcadian,10000.00,100.00
1,F,civil servant,5004.76,38,atlantean,12228.46,101.11
