year,sex,profession,income
2,F,farmer,2395.58
2,M,homemaker,99.25
2,F,farmer,1113.45
2,F,child,0.00
2,F,child,0.00
2,F,child,0.00
2,M,farmer,1861.31
2,M,homemaker,230.40
2,M,child,0.00
2,F,child,0.00
2,F,farmer,1824.40
2,F,unemployed,213.89
2,M,retired,297.04
2,M,homemaker,163.88
2,F,fisher,1191.98
2,F,child,0.00
2,M,child,0.00
2,F,child,0.00
2,M,child,0.00
2,F,child,0.00
2,F,civil servant,4419.00
2,M,civil servant,2688.49
2,M,retired,392.77
2,F,fisher,1967.55
2,M,farmer,2541.92
2,F,child,0.00
2,M,service provider,7024.99
2,M,service provider,4397.00
2,F,farmer,3106.04
2,F,unemployed,178.10
2,M,fisher,1690.49
2,M,civil servant,3762.40
2,X,child,0.00
2,F,child,0.00
2,M,homemaker,284.74
2,F,civil servant,4504.96
2,M,homemaker,246.35
2,M,service provider,3783.56
2,M,child,0.00
2,F,homemaker,200.60
2,M,child,0.00
2,M,child,0.00
2,M,fisher,2080.82
2,F,fisher,1275.46
2,M,retired,288.03
2,F,child,0.00
2,F,service provider,6015.53
2,M,civil servant,5010.02
2,M,homemaker,232.38
2,F,child,0.00
2,M,craftsman,3705.06
2,M,civil servant,4090.01
2,F,craftsman,3100.39
2,F,civil servant,7141.64
2,M,retired,287.19
2,F,unemployed,109.01
2,F,craftsman,4386.45
2,M,homemaker,183.34
2,M,civil servant,6406.07
2,M,farmer,3397.38
2,M,child,0.00
2,M,child,0.00
2,F,fisher,2242.69
2,F,child,0.00
2,X,child,0.00
2,M,child,0.00
2,M,child,0.00
2,M,fisher,1635.69
2,F,craftsman,4020.44
2,M,craftsman,2328.52
2,M,child,0.00
2,M,farmer,2592.55
2,M,civil servant,5803.07
2,M,farmer,1754.05
2,M,homemaker,202.89
2,F,homemaker,284.76
2,M,homemaker,244.69
2,F,unemployed,187.26
2,F,farmer,2398.08
2,M,craftsman,6323.75
2,X,service provider,3879.40
2,F,farmer,1925.60
2,X,craftsman,4678.33
2,F,fisher,3239.59
2,F,farmer,2817.53
2,M,child,0.00
2,F,child,0.00
2,M,fisher,1235.11
2,M,fisher,2587.65
2,M,farmer,2050.04
2,M,civil servant,2787.63
2,X,child,0.00
2,M,fisher,2515.07
2,F,homemaker,223.07
2,M,farmer,3115.27
2,M,farmer,1944.72
2,F,service provider,4459.53
2,X,child,0.00
2,F,child,0.00
2,F,farmer,1724.81
2,M,homemaker,114.21
2,M,craftsman,2149.10
2,X,child,0.00
2,F,craftsman,6589.82
2,F,service provider,6729.46
2,F,craftsman,4130.12
2,M,craftsman,6222.56
2,F,retired,294.96
2,F,unemployed,212.31
2,F,farmer,1123.30
2,M,child,0.00
2,X,service provider,6541.06
2,M,unemployed,158.37
2,M,farmer,2239.29
2,F,farmer,3269.93
2,F,child,0.00
2,M,fisher,2089.11
2,M,craftsman,4355.00
2,F,homemaker,159.19
2,M,child,0.00
2,F,civil servant,3240.34
2,F,craftsman,2437.76
2,M,service provider,5839.53
2,F,homemaker,250.24
2,F,craftsman,2485.44
2,F,homemaker,222.29
2,M,homemaker,102.03
2,F,homemaker,294.55
2,M,farmer,2870.71
2,M,craftsman,3740.02
2,F,service provider,3864.55
2,M,farmer,1349.11
2,M,service provider,3036.89
2,F,retired,346.97
2,M,service provider,3723.21
2,M,homemaker,170.20
2,X,retired,300.99
2,X,unemployed,203.42
2,M,civil servant,4877.72
2,M,farmer,1510.46
2,M,child,0.00
2,F,unemployed,120.92
2,F,farmer,2721.59
2,F,homemaker,191.46
2,M,farmer,2692.44
2,M,child,0.00
2,F,unemployed,173.78
2,F,homemaker,280.22
2,F,farmer,1657.31
2,X,service provider,6008.44
2,F,child,0.00
2,M,retired,399.11
2,F,fisher,2235.77
2,M,child,0.00
2,F,child,0.00
2,F,farmer,1955.90
2,M,farmer,1953.04
2,M,child,0.00
2,M,retired,287.39
2,F,craftsman,5790.94
2,M,civil servant,4078.98
2,F,child,0.00
2,F,service provider,7064.49
2,M,farmer,1801.60
2,F,civil servant,5812.64
2,M,fisher,1904.03
2,F,homemaker,101.79
2,F,unemployed,266.07
2,F,retired,293.57
2,M,child,0.00
2,M,fisher,1958.67
2,M,farmer,1421.27
2,M,homemaker,267.13
2,F,service provider,4389.16
2,F,homemaker,258.35
2,M,farmer,2858.50
2,F,homemaker,99.89
2,F,homemaker,236.22
2,M,craftsman,3152.28
2,M,civil servant,7602.92
2,M,unemployed,169.10
2,F,service provider,6519.68
2,F,homemaker,107.49
2,F,homemaker,107.67
2,F,civil servant,5267.54
2,F,retired,295.58
2,M,craftsman,3443.03
2,M,child,0.00
2,M,unemployed,168.68
2,F,homemaker,114.77
2,F,homemaker,181.85
2,F,service provider,4728.23
2,F,homemaker,154.07
2,M,service provider,3025.65
2,M,child,0.00
2,M,farmer,2373.26
2,F,civil servant,5026.83
2,F,child,0.00
2,M,civil servant,6143.62
2,F,child,0.00
2,M,homemaker,220.78
2,F,farmer,2493.29
2,F,civil servant,6525.90
2,X,fisher,1603.41
2,F,unemployed,199.54
2,F,fisher,2936.21
2,M,retired,346.66
2,F,farmer,1914.31
2,M,child,0.00
2,F,fisher,1807.84
2,F,civil servant,5086.49
2,F,craftsman,5712.34
2,F,homemaker,261.40
2,M,unemployed,150.32
2,F,homemaker,178.41
2,M,homemaker,146.22
2,F,fisher,2555.59
2,F,fisher,1592.66
2,M,farmer,2391.72
2,F,child,0.00
2,M,farmer,1843.72
2,M,civil servant,7570.90
2,F,service provider,3185.69
2,M,farmer,2516.67
2,M,farmer,2255.81
2,M,unemployed,249.79
2,M,craftsman,5411.92
2,F,farmer,2811.09
2,X,homemaker,127.74
2,M,homemaker,112.93
2,F,civil servant,5851.68
2,M,civil servant,6149.01
2,X,civil servant,7256.56
2,F,child,0.00
2,F,child,0.00
2,M,farmer,2334.18
2,X,craftsman,5991.75
2,M,retired,309.01
2,X,fisher,2697.40
2,M,unemployed,146.77
2,M,child,0.00
2,M,farmer,2324.35
2,F,fisher,3136.43
2,M,craftsman,3168.40
2,F,homemaker,216.82
2,F,farmer,3145.84
2,M,child,0.00
2,F,farmer,2877.13
2,M,unemployed,111.27
2,F,homemaker,122.98
2,M,child,0.00
2,F,craftsman,3611.25
2,F,fisher,2009.65
2,F,civil servant,6709.60
2,F,child,0.00
2,F,child,0.00
2,M,farmer,3025.46
2,M,unemployed,190.90
2,F,child,0.00
2,M,homemaker,264.65
2,M,child,0.00
2,F,unemployed,151.87
2,F,civil servant,2715.10
2,M,service provider,2598.39
2,M,child,0.00
2,M,homemaker,235.55
2,M,fisher,2959.36
2,M,fisher,2414.13
2,M,child,0.00
2,M,homemaker,142.50
2,F,farmer,1351.26
2,F,craftsman,3930.33
2,F,farmer,2392.27
2,F,craftsman,3204.67
2,M,service provider,2717.20
2,F,fisher,3055.47
2,M,child,0.00
2,M,service provider,3679.08
2,M,unemployed,153.93
2,F,child,0.00
2,F,civil servant,4737.30
2,M,fisher,2150.24
2,M,retired,300.98
2,M,service provider,3066.60
2,M,retired,331.06
2,F,civil servant,5576.69
2,F,craftsman,2227.20
2,M,service provider,4845.70
2,M,civil servant,5520.45
2,F,fisher,2582.75
2,F,child,0.00
2,M,craftsman,4122.16
2,F,homemaker,164.47
2,F,fisher,3212.97
2,F,homemaker,101.88
2,M,fisher,2819.34
2,M,service provider,5078.35
2,M,unemployed,125.60
2,M,craftsman,4510.65
2,M,unemployed,196.18
2,F,homemaker,211.04
2,M,craftsman,4737.24
2,M,farmer,2294.57
2,F,unemployed,265.77
2,M,craftsman,4241.66
2,F,civil servant,7352.91
2,F,unemployed,213.25
2,M,fisher,1311.88
2,F,service provider,3969.07
2,M,service provider,4919.84
2,F,homemaker,217.63
2,F,child,0.00
2,M,unemployed,106.29
2,M,unemployed,234.31
2,M,child,0.00
2,F,child,0.00
2,F,farmer,2026.53
2,M,retired,299.88
2,M,fisher,1897.11
2,F,unemployed,277.09
2,M,unemployed,260.40
2,F,craftsman,2141.63
2,F,farmer,2752.90
2,X,craftsman,3626.97
2,F,unemployed,248.60
2,F,unemployed,222.77
2,F,unemployed,116.14
2,F,child,0.00
2,F,homemaker,289.29
2,F,child,0.00
2,F,fisher,3311.95
2,F,service provider,6710.62
2,F,fisher,2701.85
2,F,retired,304.30
2,M,fisher,3277.96
2,M,unemployed,236.19
2,M,service provider,3505.26
2,F,craftsman,5282.75
2,F,child,0.00
2,F,unemployed,173.68
2,F,homemaker,149.29
2,M,craftsman,4450.68
2,M,farmer,2462.80
2,M,farmer,2197.29
2,M,farmer,2788.13
2,M,craftsman,6228.59
2,F,child,0.00
2,M,child,0.00
2,M,child,0.00
2,F,farmer,3018.60
2,F,farmer,2136.05
2,M,homemaker,275.76
2,M,child,0.00
2,F,child,0.00
2,M,homemaker,259.50
2,M,service provider,7725.32
2,M,homemaker,105.38
2,F,farmer,1620.22
2,F,child,0.00
2,F,homemaker,281.61
2,F,homemaker,112.47
2,F,homemaker,161.70
2,M,child,0.00
2,M,service provider,7460.13
2,M,child,0.00
2,F,fisher,1680.15
2,F,civil servant,5525.42
2,F,farmer,2643.74
2,M,farmer,3405.87
2,F,farmer,1620.59
2,F,farmer,2528.81
2,F,child,0.00
2,M,craftsman,3021.25
2,M,child,0.00
2,M,craftsman,3409.53
2,M,homemaker,137.51
2,M,unemployed,285.28
2,F,child,0.00
2,M,farmer,1474.14
2,M,homemaker,142.45
2,M,fisher,3142.54
2,M,civil servant,7136.74
2,M,child,0.00
2,M,child,0.00
2,M,child,0.00
2,F,child,0.00
2,F,child,0.00
2,M,child,0.00
2,F,child,0.00
2,M,child,0.00
2,F,child,0.00
2,M,child,0.00
3,F,civil servant,5550.28
3,M,child,0.00
3,M,unemployed,134.79
3,M,farmer,624.40
3,F,child,0.00
3,F,civil servant,5572.31
3,F,child,0.00
3,M,homemaker,144.04
3,M,child,0.00
3,M,fisher,1534.57
3,M,child,0.00
3,F,fisher,1403.44
3,M,homemaker,237.34
3,M,farmer,443.00
3,F,craftsman,5118.13
3,F,service provider,7094.34
3,M,craftsman,2188.35
3,F,child,0.00
3,F,child,0.00
3,M,civil servant,4995.81
3,F,retired,297.23
3,F,unemployed,114.47
3,M,craftsman,4583.11
3,M,homemaker,244.46
3,F,service provider,5597.48
3,M,service provider,6627.88
3,M,farmer,979.24
3,M,child,0.00
3,F,child,0.00
3,F,child,0.00
3,F,child,0.00
3,F,civil servant,6010.45
3,F,farmer,618.07
3,X,child,0.00
3,M,fisher,2638.36
3,F,homemaker,226.39
3,F,child,0.00
3,F,craftsman,4235.12
3,F,farmer,790.02
3,F,child,0.00
3,F,service provider,7143.99
3,M,retired,390.83
3,M,child,0.00
3,M,child,0.00
3,M,craftsman,2449.31
3,M,craftsman,4578.58
3,M,retired,288.22
3,M,farmer,460.48
3,F,unemployed,227.73
3,M,child,0.00
3,M,craftsman,4902.29
3,M,farmer,650.36
3,M,child,0.00
3,F,homemaker,224.29
3,F,craftsman,5891.36
3,F,homemaker,194.87
3,M,child,0.00
3,F,retired,394.27
3,M,fisher,2905.24
3,M,civil servant,3255.14
3,X,homemaker,142.92
3,F,farmer,418.53
3,F,farmer,532.32
3,F,fisher,1387.01
3,F,service provider,7213.39
3,F,homemaker,247.39
3,M,child,0.00
3,M,retired,292.51
3,M,homemaker,189.50
3,M,unemployed,235.86
3,M,civil servant,6262.16
3,F,homemaker,144.42
3,F,service provider,6101.85
3,M,retired,394.45
3,F,unemployed,95.22
3,M,craftsman,5506.76
3,F,farmer,552.99
3,M,homemaker,151.13
3,M,fisher,1640.10
3,M,service provider,6460.83
3,F,unemployed,102.76
3,M,farmer,888.63
3,F,homemaker,237.76
3,F,child,0.00
3,M,service provider,7390.61
3,M,farmer,302.63
3,X,civil servant,4378.50
3,F,fisher,2237.68
3,M,farmer,416.19
3,M,child,0.00
3,M,unemployed,263.53
3,F,child,0.00
3,F,child,0.00
3,M,homemaker,230.44
3,M,service provider,3369.60
3,M,homemaker,263.24
3,X,homemaker,207.29
3,F,farmer,334.18
3,X,child,0.00
3,F,fisher,3353.68
3,M,child,0.00
3,F,unemployed,227.56
3,F,civil servant,4341.90
3,F,craftsman,5499.57
3,M,civil servant,6017.97
3,F,craftsman,4400.95
3,M,homemaker,155.97
3,M,homemaker,242.18
3,M,child,0.00
3,F,child,0.00
3,F,civil servant,6071.08
3,M,fisher,1236.41
3,F,unemployed,181.17
3,M,craftsman,3485.79
3,F,unemployed,173.78
3,F,fisher,1640.96
3,M,farmer,792.41
3,F,farmer,389.91
3,F,farmer,714.82
3,M,homemaker,100.09
3,F,farmer,319.52
3,F,child,0.00
3,F,child,0.00
3,F,child,0.00
3,M,farmer,575.90
3,M,homemaker,234.21
3,M,child,0.00
3,F,child,0.00
3,F,farmer,534.21
3,F,unemployed,228.14
3,M,retired,300.96
3,M,homemaker,169.62
3,F,fisher,1223.27
3,F,child,0.00
3,M,child,0.00
3,F,child,0.00
3,M,child,0.00
3,F,child,0.00
3,F,civil servant,4745.32
3,M,civil servant,2866.69
3,M,retired,388.75
3,F,fisher,2020.19
3,M,farmer,743.74
3,F,child,0.00
3,M,service provider,7074.61
3,M,service provider,4269.59
3,F,farmer,896.44
3,F,unemployed,187.98
3,M,fisher,1826.26
3,M,civil servant,4257.69
3,X,child,0.00
3,F,child,0.00
3,M,homemaker,289.15
3,F,civil servant,4327.36
3,M,homemaker,254.27
3,M,service provider,3855.58
3,M,child,0.00
3,F,homemaker,197.88
3,M,child,0.00
3,M,child,0.00
3,M,fisher,2163.38
3,F,fisher,1274.12
3,M,retired,306.57
3,F,child,0.00
3,F,service provider,6263.87
3,M,civil servant,5596.59
3,M,homemaker,246.03
3,F,child,0.00
3,M,craftsman,3845.47
3,M,civil servant,4405.34
3,F,craftsman,3454.24
3,F,civil servant,7422.45
3,M,retired,301.61
3,F,unemployed,101.56
3,F,craftsman,4426.15
3,M,homemaker,186.52
3,M,civil servant,6500.53
3,M,farmer,986.75
3,M,child,0.00
3,M,child,0.00
3,F,fisher,2419.80
3,F,child,0.00
3,X,child,0.00
3,M,child,0.00
3,M,child,0.00
3,M,fisher,1830.00
3,F,craftsman,4407.76
3,M,craftsman,2294.17
3,M,farmer,285.75
3,M,farmer,756.13
3,M,civil servant,6072.21
3,M,farmer,517.82
3,M,homemaker,202.42
3,F,homemaker,263.78
3,M,homemaker,245.71
3,F,unemployed,199.47
3,F,farmer,668.84
3,M,craftsman,6226.75
3,X,service provider,3834.03
3,F,farmer,606.32
3,X,craftsman,4506.99
3,F,fisher,3234.15
3,F,farmer,810.57
3,M,child,0.00
3,F,child,0.00
3,M,fisher,1345.12
3,M,fisher,2595.18
3,M,farmer,592.46
3,M,civil servant,3006.70
3,X,child,0.00
3,M,fisher,2560.01
3,F,homemaker,222.25
3,M,farmer,954.73
3,M,farmer,552.48
3,F,service provider,4387.93
3,X,child,0.00
3,F,child,0.00
3,F,farmer,479.41
3,M,homemaker,106.23
3,M,craftsman,2195.35
3,X,child,0.00
3,F,retired,473.52
3,F,service provider,7401.75
3,F,craftsman,3938.27
3,M,craftsman,6290.75
3,F,retired,306.34
3,F,unemployed,211.47
3,F,farmer,318.60
3,M,child,0.00
3,X,service provider,6624.71
3,M,unemployed,151.64
3,M,farmer,714.62
3,F,farmer,925.01
3,F,child,0.00
3,M,fisher,2183.89
3,M,craftsman,4361.00
3,F,homemaker,149.10
3,M,child,0.00
3,F,civil servant,3527.31
3,F,craftsman,2647.90
3,M,service provider,5905.79
3,F,homemaker,258.09
3,F,craftsman,2686.90
3,F,homemaker,202.33
3,M,homemaker,105.64
3,F,homemaker,273.14
3,M,farmer,800.56
3,M,craftsman,3970.62
3,F,service provider,4020.13
3,M,farmer,382.72
3,M,service provider,3198.45
3,F,retired,350.62
3,M,service provider,3795.81
3,M,homemaker,157.54
3,X,retired,278.54
3,X,unemployed,207.43
3,M,civil servant,4716.69
3,M,farmer,437.31
3,M,child,0.00
3,F,unemployed,119.65
3,F,farmer,761.14
3,F,homemaker,195.03
3,M,farmer,749.37
3,M,child,0.00
3,F,unemployed,163.06
3,F,homemaker,283.60
3,F,farmer,470.17
3,X,service provider,5931.63
3,F,child,0.00
3,M,retired,388.91
3,F,fisher,2309.99
3,M,service provider,2663.87
3,F,child,0.00
3,F,farmer,579.64
3,M,farmer,598.26
3,M,child,0.00
3,M,retired,281.09
3,F,craftsman,6188.13
3,M,civil servant,4391.16
3,F,child,0.00
3,F,service provider,6759.14
3,M,farmer,554.59
3,F,civil servant,6381.02
3,M,fisher,1970.30
3,F,homemaker,98.33
3,F,unemployed,262.15
3,F,retired,288.58
3,M,craftsman,2139.08
3,M,fisher,2060.25
3,M,farmer,444.53
3,M,homemaker,259.98
3,F,service provider,4462.18
3,F,homemaker,265.75
3,M,farmer,849.16
3,F,homemaker,96.50
3,F,homemaker,241.00
3,M,craftsman,3133.56
3,M,civil servant,7641.42
3,M,unemployed,171.25
3,F,service provider,6984.12
3,F,homemaker,102.26
3,F,homemaker,107.77
3,F,civil servant,5026.65
3,F,retired,303.09
3,M,craftsman,3631.92
3,M,child,0.00
3,M,unemployed,175.81
3,F,homemaker,121.20
3,F,homemaker,166.55
3,F,service provider,4865.27
3,F,homemaker,143.03
3,M,service provider,3130.88
3,M,child,0.00
3,M,farmer,722.15
3,F,civil servant,5074.45
3,F,fisher,1091.94
3,M,civil servant,6721.30
3,F,child,0.00
3,M,homemaker,222.17
3,F,farmer,700.54
3,F,civil servant,7134.81
3,X,fisher,1513.96
3,F,unemployed,210.63
3,F,fisher,2819.51
3,M,retired,349.83
3,F,farmer,557.20
3,M,child,0.00
3,F,fisher,1927.53
3,F,civil servant,5276.68
3,F,craftsman,5938.34
3,F,homemaker,254.69
3,M,unemployed,137.56
3,F,homemaker,164.99
3,M,homemaker,149.18
3,F,fisher,2660.44
3,F,fisher,1690.06
3,M,farmer,698.57
3,F,child,0.00
3,M,farmer,535.72
3,M,retired,521.49
3,F,service provider,3358.22
3,M,farmer,730.86
3,M,farmer,662.68
3,M,unemployed,258.19
3,M,craftsman,5648.04
3,F,farmer,840.12
3,X,homemaker,130.97
3,M,homemaker,109.17
3,F,civil servant,6311.10
3,M,civil servant,6547.17
3,X,civil servant,7538.10
3,F,child,0.00
3,F,child,0.00
3,M,farmer,691.67
3,X,craftsman,6481.73
3,M,retired,296.46
3,X,fisher,2733.44
3,M,unemployed,136.00
3,M,child,0.00
3,M,farmer,696.89
3,F,fisher,3190.66
3,M,craftsman,3225.75
3,F,homemaker,205.59
3,F,farmer,938.95
3,M,child,0.00
3,F,farmer,799.83
3,M,unemployed,104.97
3,F,homemaker,120.39
3,M,child,0.00
3,F,craftsman,3996.31
3,F,fisher,2123.99
3,F,civil servant,6669.66
3,F,child,0.00
3,F,child,0.00
3,M,farmer,858.32
3,M,unemployed,194.26
3,F,fisher,1127.07
3,M,homemaker,263.18
3,M,child,0.00
3,F,unemployed,145.60
3,F,civil servant,2678.61
3,M,service provider,2685.95
3,M,child,0.00
3,M,homemaker,247.24
3,M,fisher,3271.67
3,M,fisher,2515.56
3,M,child,0.00
3,M,homemaker,136.90
3,F,farmer,381.85
3,F,craftsman,4076.68
3,F,farmer,675.96
3,F,craftsman,3266.28
3,M,service provider,2659.90
3,F,fisher,3039.15
3,M,child,0.00
3,M,service provider,3744.98
3,M,unemployed,154.09
3,F,farmer,307.65
3,F,civil servant,4920.08
3,M,fisher,2143.98
3,M,retired,298.16
3,M,service provider,3065.82
3,M,retired,324.65
3,F,civil servant,5635.57
3,F,craftsman,2319.19
3,M,service provider,4755.62
3,M,civil servant,5805.38
3,F,fisher,2616.51
3,F,child,0.00
3,M,craftsman,4161.64
3,F,homemaker,155.26
3,F,fisher,3132.25
3,F,homemaker,97.59
3,M,fisher,2911.97
3,M,service provider,5172.20
3,M,unemployed,117.38
3,M,craftsman,4597.16
3,M,unemployed,192.00
3,F,homemaker,215.48
3,M,craftsman,5117.58
3,M,farmer,653.41
3,F,unemployed,259.45
3,M,craftsman,4209.06
3,F,civil servant,7187.15
3,F,unemployed,208.61
3,M,fisher,1391.73
3,F,service provider,4121.10
3,M,service provider,5154.28
3,F,homemaker,225.53
3,F,child,0.00
3,M,unemployed,105.77
3,M,unemployed,216.30
3,M,child,0.00
3,F,child,0.00
3,F,farmer,553.48
3,M,retired,297.50
3,M,fisher,2038.14
3,F,unemployed,281.05
3,M,unemployed,256.58
3,F,craftsman,2107.14
3,F,farmer,872.78
3,X,craftsman,3487.05
3,F,unemployed,244.44
3,F,unemployed,225.51
3,F,unemployed,117.44
3,F,child,0.00
3,F,retired,278.74
3,F,child,0.00
3,F,retired,377.40
3,F,service provider,7070.30
3,F,fisher,2559.87
3,F,retired,277.73
3,M,retired,379.28
3,M,unemployed,251.42
3,M,service provider,3470.54
3,F,craftsman,5557.38
3,F,child,0.00
3,F,unemployed,172.61
3,F,homemaker,151.47
3,M,craftsman,4563.17
3,M,farmer,673.30
3,M,farmer,592.23
3,M,farmer,853.07
3,M,craftsman,6537.04
3,F,child,0.00
3,M,civil servant,2516.06
3,M,child,0.00
3,F,farmer,930.84
3,F,farmer,596.47
3,M,homemaker,278.70
3,M,child,0.00
3,F,child,0.00
3,M,homemaker,252.94
3,M,service provider,7629.92
3,M,homemaker,111.18
3,F,farmer,457.88
3,F,child,0.00
3,F,homemaker,284.01
3,F,homemaker,108.06
3,F,homemaker,164.76
3,M,child,0.00
3,M,service provider,7531.39
3,M,child,0.00
3,F,fisher,1711.61
3,F,civil servant,5554.57
3,F,farmer,765.48
3,M,farmer,948.57
3,F,farmer,458.30
3,F,farmer,734.40
3,F,child,0.00
3,M,craftsman,3119.90
3,M,child,0.00
3,M,craftsman,3509.33
3,M,homemaker,134.17
3,M,unemployed,267.92
3,F,child,0.00
3,M,farmer,441.95
3,M,homemaker,136.73
3,M,fisher,3450.47
3,M,civil servant,7455.28
3,M,child,0.00
3,M,child,0.00
3,M,child,0.00
3,F,child,0.00
3,F,child,0.00
3,M,child,0.00
3,F,child,0.00
3,M,child,0.00
3,F,child,0.00
3,M,child,0.00
3,F,child,0.00
3,F,child,0.00
3,M,child,0.00
4,F,civil servant,5066.99
4,M,child,0.00
4,M,unemployed,115.22
4,M,farmer,1965.78
4,F,child,0.00
4,F,civil servant,5114.84
4,F,child,0.00
4,M,homemaker,131.16
4,M,child,0.00
4,M,fisher,2501.05
4,M,child,0.00
4,F,fisher,2217.75
4,M,homemaker,200.24
4,M,farmer,1412.54
4,F,craftsman,4787.59
4,F,service provider,6884.22
4,M,craftsman,1874.30
4,F,child,0.00
4,F,child,0.00
4,M,civil servant,4361.96
4,F,retired,270.60
4,F,unemployed,99.37
4,M,craftsman,4310.92
4,M,homemaker,205.88
4,F,service provider,5255.72
4,M,service provider,6020.85
4,M,retired,357.07
4,M,child,0.00
4,F,child,0.00
4,F,child,0.00
4,F,child,0.00
4,F,civil servant,5357.25
4,F,farmer,1956.46
4,X,homemaker,81.18
4,M,fisher,4316.79
4,F,homemaker,200.05
4,F,child,0.00
4,F,craftsman,4084.71
4,F,farmer,2468.90
4,F,child,0.00
4,F,service provider,6774.58
4,M,retired,368.78
4,M,child,0.00
4,M,child,0.00
4,M,craftsman,2329.25
4,M,craftsman,4415.55
4,M,retired,254.53
4,M,farmer,1386.11
4,F,unemployed,205.87
4,M,child,0.00
4,M,craftsman,4582.11
4,M,farmer,2108.40
4,M,child,0.00
4,F,homemaker,214.86
4,F,craftsman,5786.47
4,F,homemaker,164.65
4,M,child,0.00
4,F,retired,374.79
4,M,fisher,5131.95
4,M,civil servant,3063.33
4,X,homemaker,123.66
4,F,farmer,1390.77
4,F,farmer,1775.29
4,F,fisher,2415.47
4,F,service provider,6957.74
4,F,homemaker,223.44
4,M,child,0.00
4,M,retired,260.21
4,M,homemaker,169.97
4,M,unemployed,218.87
4,M,civil servant,5936.22
4,F,homemaker,123.33
4,F,service provider,5746.93
4,M,retired,341.32
4,F,unemployed,83.60
4,M,craftsman,5041.41
4,F,farmer,1888.82
4,M,homemaker,139.87
4,M,fisher,3067.02
4,M,service provider,5644.17
4,F,unemployed,79.60
4,M,farmer,2939.39
4,F,homemaker,217.01
4,F,child,0.00
4,M,service provider,7017.23
4,M,farmer,894.03
4,X,civil servant,4062.61
4,F,fisher,4066.62
4,M,farmer,1399.82
